TransactionID,Amount,SenderCounty,ReceiverCounty,TimeOfDay,TransactionType,AccountAgeMonths,TransactionsLast24Hours,DeviceChangedRecently,NewLocationLogin,FailedPinAttempts,IsWeekend,Fraudulent
TXN001124,440031,Meru,Mombasa,9,Withdraw,7,3,Yes,No,1,No,No
TXN001125,362119,Nakuru,Nyeri,4,Withdraw,43,28,Yes,Yes,8,Yes,Yes
TXN001126,71564,Kakamega,Meru,22,Paybill,29,29,Yes,No,4,Yes,Yes
TXN001127,60190,Nakuru,Nakuru,3,Withdraw,9,1,Yes,Yes,8,Yes,Yes
TXN001128,12977,Kiambu,Uasin Gishu,15,Paybill,107,17,No,No,0,Yes,No
TXN001129,430108,Kisumu,Nairobi,5,Paybill,31,27,No,No,1,No,No
TXN001130,429205,Kakamega,Kakamega,9,Till,96,22,Yes,Yes,8,Yes,Yes
TXN001131,350030,Uasin Gishu,Mombasa,14,Withdraw,13,19,No,No,4,No,No
TXN001132,426554,Meru,Uasin Gishu,0,Till,55,5,Yes,No,7,Yes,Yes
TXN001133,17919,Kakamega,Kakamega,8,Send Money,83,21,No,Yes,5,Yes,Yes
TXN001134,83052,Nyeri,Mombasa,5,Paybill,46,17,Yes,No,8,No,Yes
TXN001135,184529,Kiambu,Uasin Gishu,2,Withdraw,84,24,No,No,2,No,No
TXN001136,197456,Meru,Meru,11,Withdraw,61,20,Yes,No,2,No,No
TXN001137,35476,Kakamega,Kakamega,10,Paybill,6,1,Yes,Yes,1,Yes,No
TXN001138,404665,Uasin Gishu,Mombasa,1,Till,104,30,Yes,Yes,2,No,Yes
TXN001139,60067,Kisumu,Machakos,3,Withdraw,5,28,Yes,No,5,Yes,Yes
TXN001140,198036,Kakamega,Kiambu,7,Paybill,18,21,Yes,Yes,4,No,Yes
TXN001141,389152,Nakuru,Nairobi,4,Send Money,21,14,Yes,Yes,0,Yes,Yes
TXN001142,188563,Nakuru,Nakuru,18,Withdraw,100,14,Yes,No,2,No,No
TXN001143,262639,Uasin Gishu,Mombasa,18,Send Money,46,12,Yes,Yes,7,No,Yes
TXN001144,66735,Nakuru,Nairobi,19,Till,101,17,No,Yes,1,No,No
TXN001145,11868,Mombasa,Kisumu,9,Send Money,29,27,No,No,6,No,No
TXN001146,280241,Meru,Kakamega,8,Send Money,74,8,No,No,0,Yes,No
TXN001147,16971,Kisumu,Nakuru,17,Till,44,14,No,Yes,5,Yes,Yes
TXN001148,484583,Meru,Meru,22,Send Money,97,22,Yes,Yes,7,Yes,Yes
TXN001149,181372,Nairobi,Mombasa,1,Withdraw,10,14,Yes,No,2,No,No
TXN001150,266180,Nakuru,Nairobi,1,Send Money,29,21,No,No,7,No,No
TXN001151,405646,Nairobi,Uasin Gishu,12,Paybill,101,26,Yes,No,0,No,No
TXN001152,225346,Meru,Machakos,11,Paybill,90,14,Yes,Yes,7,Yes,Yes
TXN001153,179946,Meru,Nairobi,7,Withdraw,56,30,Yes,Yes,3,Yes,Yes
TXN001154,391942,Mombasa,Nairobi,4,Withdraw,97,29,Yes,Yes,3,Yes,Yes
TXN001155,94732,Kisumu,Meru,12,Withdraw,37,2,No,No,3,No,No
TXN001156,344812,Kakamega,Machakos,7,Withdraw,16,22,Yes,Yes,4,Yes,Yes
TXN001157,373937,Machakos,Nyeri,16,Send Money,39,12,No,Yes,8,No,Yes
TXN001158,28360,Nakuru,Kisumu,16,Paybill,45,29,No,No,4,Yes,No
TXN001159,159925,Nairobi,Nakuru,22,Withdraw,95,18,Yes,Yes,5,Yes,Yes
TXN001160,340789,Kiambu,Kiambu,18,Withdraw,98,15,Yes,Yes,7,Yes,Yes
TXN001161,157552,Nairobi,Uasin Gishu,12,Withdraw,106,3,Yes,No,6,No,Yes
TXN001162,23336,Kiambu,Nairobi,17,Till,29,7,No,Yes,6,Yes,No
TXN001163,491425,Machakos,Meru,13,Withdraw,4,30,No,No,3,Yes,No
TXN001164,410364,Kiambu,Nyeri,14,Withdraw,94,30,Yes,Yes,8,No,Yes
TXN001165,300258,Nakuru,Kisumu,0,Till,93,19,No,Yes,6,No,Yes
TXN001166,419264,Machakos,Meru,12,Send Money,88,9,Yes,Yes,8,No,Yes
TXN001167,322774,Kiambu,Meru,21,Till,36,12,No,No,0,Yes,No
TXN001168,438354,Kakamega,Nairobi,14,Send Money,34,28,Yes,No,7,Yes,Yes
TXN001169,188124,Kiambu,Meru,17,Till,62,21,Yes,No,0,Yes,No
TXN001170,499850,Kakamega,Kisumu,7,Paybill,9,15,Yes,No,4,No,Yes
TXN001171,77068,Kisumu,Nyeri,14,Till,112,20,Yes,Yes,1,Yes,Yes
TXN001172,22046,Nairobi,Machakos,17,Send Money,71,23,Yes,Yes,4,No,Yes
TXN001173,314926,Mombasa,Nyeri,2,Paybill,31,12,Yes,Yes,8,No,Yes
TXN001174,107026,Kiambu,Kisumu,0,Till,42,19,No,No,1,No,No
TXN001175,318275,Kiambu,Meru,0,Paybill,101,12,No,No,5,No,No
TXN001176,193146,Machakos,Nyeri,22,Till,6,10,Yes,Yes,1,Yes,Yes
TXN001177,492849,Mombasa,Nakuru,18,Withdraw,28,13,Yes,Yes,6,Yes,Yes
TXN001178,282624,Machakos,Kiambu,6,Till,94,4,Yes,No,8,No,Yes
TXN001179,477712,Machakos,Mombasa,22,Paybill,32,11,Yes,No,3,No,Yes
TXN001180,233362,Nyeri,Nyeri,2,Till,94,29,No,No,1,No,No
TXN001181,342583,Meru,Kisumu,17,Paybill,62,20,Yes,No,6,Yes,Yes
TXN001182,407132,Machakos,Mombasa,2,Withdraw,117,14,Yes,No,4,No,Yes
TXN001183,220787,Nairobi,Kisumu,3,Withdraw,65,5,No,Yes,2,No,No
TXN001184,138134,Uasin Gishu,Nairobi,22,Paybill,98,18,No,Yes,2,Yes,No
TXN001185,38330,Uasin Gishu,Nyeri,7,Till,17,17,No,No,5,Yes,No
TXN001186,62455,Machakos,Kakamega,13,Withdraw,44,29,No,Yes,0,Yes,No
TXN001187,388388,Meru,Nyeri,2,Paybill,107,14,No,No,2,Yes,No
TXN001188,469601,Kakamega,Kisumu,16,Till,1,19,No,No,6,No,Yes
TXN001189,495380,Nairobi,Meru,16,Withdraw,99,4,Yes,No,7,No,Yes
TXN001190,149606,Nakuru,Uasin Gishu,16,Till,42,13,No,Yes,2,Yes,No
TXN001191,301587,Kisumu,Mombasa,9,Till,113,20,No,Yes,5,No,Yes
TXN001192,255187,Nakuru,Kiambu,4,Send Money,57,8,Yes,No,4,Yes,Yes
TXN001193,108495,Nairobi,Kakamega,0,Till,71,27,Yes,Yes,0,Yes,Yes
TXN001194,106554,Kakamega,Kiambu,3,Send Money,37,19,No,No,8,Yes,No
TXN001195,233046,Kiambu,Mombasa,11,Send Money,114,14,No,No,1,Yes,No
TXN001196,390265,Kiambu,Kakamega,20,Send Money,102,8,Yes,No,2,No,No
TXN001197,370621,Nakuru,Nyeri,21,Send Money,89,11,Yes,No,1,No,No
TXN001198,497695,Nakuru,Nakuru,8,Withdraw,82,21,Yes,Yes,2,No,Yes
TXN001199,79444,Nakuru,Mombasa,16,Paybill,63,27,Yes,No,4,Yes,Yes
TXN001200,1726,Uasin Gishu,Kiambu,19,Withdraw,56,3,No,Yes,2,Yes,No
TXN001201,330889,Kiambu,Nakuru,9,Withdraw,75,8,No,No,8,Yes,No
TXN001202,257067,Kiambu,Mombasa,7,Send Money,102,21,No,No,8,No,No
TXN001203,461892,Nakuru,Uasin Gishu,3,Paybill,115,25,No,No,7,No,No
TXN001204,243705,Kakamega,Kakamega,19,Withdraw,41,22,Yes,No,6,Yes,Yes
TXN001205,360352,Uasin Gishu,Nairobi,17,Till,31,1,No,No,8,Yes,No
TXN001206,137206,Uasin Gishu,Kiambu,1,Till,87,11,No,No,7,No,No
TXN001207,254594,Uasin Gishu,Nakuru,18,Paybill,94,8,No,Yes,4,No,Yes
TXN001208,281075,Nairobi,Uasin Gishu,2,Till,27,25,Yes,No,2,Yes,No
TXN001209,478320,Machakos,Nyeri,6,Paybill,46,25,Yes,Yes,8,Yes,Yes
TXN001210,439481,Machakos,Uasin Gishu,6,Paybill,69,13,Yes,No,2,No,No
TXN001211,492887,Kakamega,Nairobi,5,Till,2,2,Yes,Yes,8,No,Yes
TXN001212,158105,Uasin Gishu,Uasin Gishu,4,Till,4,8,Yes,Yes,4,Yes,Yes
TXN001213,451977,Nyeri,Meru,4,Send Money,11,3,Yes,No,0,Yes,No
TXN001214,385859,Uasin Gishu,Nyeri,23,Send Money,76,26,No,Yes,4,No,Yes
TXN001215,158465,Uasin Gishu,Kiambu,13,Send Money,36,15,Yes,Yes,4,No,Yes
TXN001216,116574,Uasin Gishu,Nairobi,15,Withdraw,53,18,No,No,4,Yes,No
TXN001217,498887,Uasin Gishu,Nakuru,14,Till,48,25,Yes,No,3,Yes,Yes
TXN001218,250033,Mombasa,Nyeri,5,Paybill,73,4,No,No,2,Yes,No
TXN001219,453468,Meru,Kakamega,16,Paybill,63,19,Yes,Yes,2,No,Yes
TXN001220,30947,Kisumu,Nairobi,10,Withdraw,99,16,No,No,4,No,No
TXN001221,456929,Machakos,Nakuru,10,Withdraw,1,9,Yes,No,8,No,Yes
TXN001222,371701,Uasin Gishu,Kisumu,0,Paybill,62,17,Yes,Yes,6,Yes,Yes
TXN001223,272647,Nairobi,Uasin Gishu,15,Paybill,96,4,Yes,Yes,7,Yes,Yes
TXN001224,328340,Uasin Gishu,Nairobi,9,Send Money,103,17,No,Yes,8,No,Yes
TXN001225,228366,Kisumu,Kiambu,16,Paybill,38,24,No,No,5,Yes,No
TXN001226,420955,Nakuru,Machakos,23,Paybill,79,23,No,No,7,No,No
TXN001227,86158,Kisumu,Kisumu,15,Send Money,68,23,No,Yes,5,No,Yes
TXN001228,2987,Machakos,Mombasa,1,Withdraw,40,23,Yes,Yes,1,No,Yes
TXN001229,311715,Nakuru,Kiambu,9,Withdraw,21,3,No,Yes,5,Yes,Yes
TXN001230,306479,Mombasa,Meru,4,Send Money,94,10,No,No,4,Yes,No
TXN001231,383125,Nyeri,Meru,20,Withdraw,28,9,Yes,No,1,Yes,No
TXN001232,173149,Nairobi,Nakuru,6,Send Money,74,25,No,No,3,Yes,No
TXN001233,487400,Nairobi,Machakos,2,Send Money,103,20,Yes,Yes,2,No,Yes
TXN001234,71864,Kiambu,Nyeri,3,Paybill,66,26,No,No,7,No,No
TXN001235,293727,Nyeri,Machakos,16,Send Money,51,13,No,No,5,No,No
TXN001236,463146,Uasin Gishu,Nyeri,14,Withdraw,78,27,Yes,Yes,4,Yes,Yes
TXN001237,364482,Nairobi,Machakos,14,Till,101,9,Yes,No,5,Yes,Yes
TXN001238,381989,Nairobi,Nakuru,14,Till,55,7,Yes,No,5,Yes,Yes
TXN001239,275826,Kiambu,Nyeri,0,Till,25,1,No,No,1,No,No
TXN001240,17628,Kiambu,Nairobi,18,Send Money,83,9,No,No,0,No,No
TXN001241,452607,Kakamega,Nyeri,3,Send Money,92,30,No,No,7,Yes,No
TXN001242,193792,Uasin Gishu,Mombasa,1,Withdraw,4,20,Yes,Yes,2,Yes,Yes
TXN001243,334272,Nakuru,Meru,23,Send Money,91,2,No,Yes,8,No,Yes
TXN001244,174462,Uasin Gishu,Uasin Gishu,21,Send Money,108,22,No,Yes,5,Yes,Yes
TXN001245,34105,Kakamega,Nairobi,8,Paybill,25,27,Yes,No,1,Yes,No
TXN001246,361135,Nyeri,Machakos,3,Till,65,14,Yes,Yes,4,No,Yes
TXN001247,244500,Mombasa,Kisumu,23,Send Money,73,27,Yes,No,1,Yes,No
TXN001248,97388,Machakos,Kakamega,2,Paybill,41,19,Yes,Yes,0,Yes,Yes
TXN001249,161416,Uasin Gishu,Kiambu,5,Till,108,22,Yes,Yes,4,Yes,Yes
TXN001250,73673,Nakuru,Kisumu,9,Till,73,11,No,Yes,3,No,Yes
TXN001251,365771,Machakos,Nyeri,14,Paybill,57,9,Yes,No,5,No,Yes
TXN001252,19307,Uasin Gishu,Machakos,20,Till,107,19,No,Yes,8,Yes,Yes
TXN001253,108811,Kiambu,Nakuru,14,Till,44,23,No,Yes,8,Yes,Yes
TXN001254,16537,Meru,Machakos,11,Withdraw,119,4,Yes,No,2,No,No
TXN001255,345191,Nairobi,Kisumu,13,Withdraw,76,29,Yes,No,1,No,No
TXN001256,175535,Kisumu,Kakamega,17,Paybill,44,21,Yes,Yes,5,No,Yes
TXN001257,394338,Nakuru,Kiambu,23,Till,3,15,No,No,6,No,No
TXN001258,315116,Nyeri,Mombasa,13,Withdraw,44,16,No,No,0,Yes,No
TXN001259,405886,Kiambu,Meru,22,Paybill,35,19,No,Yes,2,Yes,No
TXN001260,498906,Mombasa,Kiambu,4,Till,73,25,Yes,Yes,5,Yes,Yes
TXN001261,240547,Kisumu,Kiambu,9,Send Money,51,6,No,Yes,2,Yes,No
TXN001262,96830,Kisumu,Nyeri,11,Send Money,31,28,Yes,No,1,Yes,No
TXN001263,250315,Nakuru,Kakamega,21,Withdraw,21,12,Yes,No,8,No,Yes
TXN001264,435915,Machakos,Kisumu,12,Till,60,23,Yes,Yes,6,Yes,Yes
TXN001265,470871,Machakos,Kakamega,21,Send Money,37,27,No,No,8,Yes,No
TXN001266,116281,Machakos,Nyeri,0,Withdraw,114,20,Yes,Yes,5,No,Yes
TXN001267,479556,Nairobi,Nakuru,9,Withdraw,10,21,Yes,Yes,7,Yes,Yes
TXN001268,48730,Kiambu,Uasin Gishu,21,Withdraw,44,13,Yes,No,2,No,No
TXN001269,18309,Kakamega,Mombasa,11,Send Money,34,14,Yes,Yes,6,Yes,Yes
TXN001270,343914,Meru,Nyeri,12,Withdraw,111,13,Yes,Yes,5,Yes,Yes
TXN001271,6125,Uasin Gishu,Kiambu,23,Send Money,63,21,No,No,0,No,No
TXN001272,316529,Nyeri,Machakos,3,Paybill,104,26,No,No,7,No,No
TXN001273,222382,Machakos,Meru,8,Paybill,69,25,No,Yes,2,Yes,No
TXN001274,270003,Kiambu,Nairobi,3,Withdraw,105,20,No,No,0,No,No
TXN001275,241353,Kiambu,Nairobi,17,Till,47,2,No,No,6,No,No
TXN001276,93755,Kiambu,Nairobi,19,Send Money,38,12,No,Yes,7,No,Yes
TXN001277,187348,Nyeri,Mombasa,4,Paybill,94,2,No,Yes,2,Yes,No
TXN001278,331882,Nyeri,Meru,14,Send Money,64,14,No,No,7,Yes,No
TXN001279,40176,Nyeri,Mombasa,10,Till,42,12,Yes,Yes,1,No,Yes
TXN001280,221577,Mombasa,Nakuru,18,Till,52,1,Yes,No,1,No,No
TXN001281,159014,Nakuru,Uasin Gishu,8,Paybill,79,17,Yes,Yes,5,No,Yes
TXN001282,145201,Kiambu,Nairobi,13,Paybill,65,22,Yes,No,2,No,No
TXN001283,9864,Meru,Machakos,3,Paybill,101,14,Yes,No,4,No,Yes
TXN001284,117922,Meru,Kakamega,18,Withdraw,3,23,No,Yes,1,No,No
TXN001285,332853,Machakos,Machakos,10,Till,77,11,No,No,8,Yes,No
TXN001286,431344,Uasin Gishu,Kiambu,12,Send Money,57,5,No,No,3,Yes,No
TXN001287,346446,Mombasa,Nakuru,23,Till,110,19,Yes,No,8,No,Yes
TXN001288,159450,Kisumu,Meru,18,Paybill,38,25,No,No,7,Yes,No
TXN001289,327344,Nyeri,Kakamega,7,Withdraw,46,19,No,No,0,No,No
TXN001290,483011,Nakuru,Nakuru,3,Till,69,5,No,Yes,1,No,No
TXN001291,93699,Uasin Gishu,Meru,8,Till,111,6,No,No,5,Yes,No
TXN001292,404013,Nakuru,Uasin Gishu,15,Withdraw,47,21,Yes,No,8,No,Yes
TXN001293,150144,Kiambu,Nairobi,17,Till,106,30,No,Yes,2,No,No
TXN001294,400047,Uasin Gishu,Uasin Gishu,6,Send Money,60,21,Yes,Yes,6,No,Yes
TXN001295,324519,Meru,Nakuru,5,Withdraw,29,5,Yes,No,0,No,No
TXN001296,358853,Kisumu,Kakamega,11,Paybill,12,12,Yes,No,8,Yes,Yes
TXN001297,91911,Mombasa,Nairobi,6,Withdraw,61,30,Yes,No,2,No,No
TXN001298,240799,Nyeri,Mombasa,19,Till,32,22,No,Yes,2,No,No
TXN001299,457273,Nairobi,Nairobi,21,Withdraw,118,30,Yes,Yes,7,Yes,Yes
TXN001300,454640,Nyeri,Mombasa,22,Send Money,67,16,No,Yes,6,No,Yes
TXN001301,229961,Machakos,Uasin Gishu,22,Withdraw,62,27,Yes,No,6,Yes,Yes
TXN001302,224753,Kisumu,Machakos,13,Till,101,4,Yes,Yes,4,Yes,Yes
TXN001303,74472,Machakos,Mombasa,14,Withdraw,117,8,No,Yes,4,Yes,No
TXN001304,394578,Machakos,Kakamega,22,Till,32,25,No,No,4,No,No
TXN001305,297966,Nairobi,Nakuru,11,Till,36,20,Yes,Yes,2,No,Yes
TXN001306,374288,Kiambu,Kisumu,23,Paybill,38,10,Yes,No,7,No,Yes
TXN001307,76871,Nakuru,Meru,9,Paybill,78,10,No,No,3,Yes,No
TXN001308,306357,Machakos,Kisumu,18,Till,2,9,No,No,7,Yes,Yes
TXN001309,274429,Kisumu,Kakamega,12,Send Money,48,13,No,Yes,8,No,Yes
TXN001310,350664,Kisumu,Kiambu,19,Send Money,9,11,Yes,No,3,Yes,Yes
TXN001311,340835,Nakuru,Machakos,21,Send Money,26,12,No,No,0,Yes,No
TXN001312,208974,Nairobi,Kakamega,18,Paybill,81,4,No,Yes,4,Yes,Yes
TXN001313,128339,Kisumu,Nairobi,19,Till,33,26,Yes,Yes,3,No,Yes
TXN001314,289444,Nairobi,Nakuru,7,Paybill,36,3,Yes,Yes,2,No,Yes
TXN001315,307113,Machakos,Mombasa,6,Withdraw,98,19,No,No,1,Yes,No
TXN001316,61080,Meru,Kakamega,9,Send Money,57,3,No,Yes,1,Yes,No
TXN001317,305035,Nairobi,Kiambu,13,Till,56,28,Yes,No,3,No,Yes
TXN001318,258316,Kiambu,Kiambu,17,Paybill,81,6,No,No,8,No,No
TXN001319,178906,Kakamega,Nairobi,10,Withdraw,36,22,No,No,1,Yes,No
TXN001320,259985,Kakamega,Machakos,20,Paybill,21,6,Yes,No,4,Yes,Yes
TXN001321,101549,Machakos,Nyeri,15,Send Money,100,4,Yes,Yes,4,No,Yes
TXN001322,359054,Nakuru,Uasin Gishu,5,Paybill,39,30,Yes,Yes,5,Yes,Yes
TXN001323,319930,Nakuru,Kiambu,15,Till,85,6,No,No,6,No,No
TXN001324,194451,Kiambu,Uasin Gishu,18,Withdraw,19,10,No,No,5,No,No
TXN001325,399921,Kisumu,Kakamega,8,Send Money,54,1,No,Yes,6,No,Yes
TXN001326,429197,Nairobi,Machakos,13,Withdraw,91,7,Yes,No,4,No,Yes
TXN001327,170802,Kiambu,Mombasa,2,Paybill,72,18,Yes,Yes,8,No,Yes
TXN001328,84155,Kakamega,Nakuru,8,Withdraw,42,24,No,No,0,No,No
TXN001329,31149,Kakamega,Kiambu,3,Withdraw,13,2,No,No,8,No,No
TXN001330,70453,Kisumu,Meru,9,Paybill,113,24,Yes,No,6,Yes,Yes
TXN001331,294614,Nyeri,Nyeri,9,Send Money,12,15,Yes,No,8,No,Yes
TXN001332,73695,Nakuru,Kisumu,10,Withdraw,99,25,Yes,No,5,No,Yes
TXN001333,119421,Meru,Nairobi,4,Send Money,59,12,No,Yes,4,No,Yes
TXN001334,336768,Nyeri,Machakos,0,Withdraw,53,14,No,No,0,Yes,No
TXN001335,16871,Mombasa,Mombasa,18,Send Money,65,28,No,No,4,No,No
TXN001336,292755,Mombasa,Uasin Gishu,8,Withdraw,100,4,Yes,Yes,7,Yes,Yes
TXN001337,236655,Meru,Machakos,14,Withdraw,114,29,Yes,No,1,Yes,No
TXN001338,466350,Nairobi,Nakuru,10,Withdraw,3,13,No,Yes,6,Yes,Yes
TXN001339,78952,Nakuru,Meru,11,Paybill,34,28,Yes,No,8,No,Yes
TXN001340,99060,Nairobi,Nyeri,19,Send Money,99,5,Yes,No,2,Yes,No
TXN001341,408713,Nakuru,Nakuru,6,Till,17,18,No,Yes,5,No,Yes
TXN001342,85660,Kisumu,Kakamega,3,Withdraw,55,9,Yes,Yes,5,Yes,Yes
TXN001343,13379,Kakamega,Uasin Gishu,6,Paybill,57,28,Yes,No,0,No,No
TXN001344,404267,Kisumu,Nakuru,3,Withdraw,49,19,Yes,Yes,2,Yes,Yes
TXN001345,388359,Mombasa,Nyeri,11,Withdraw,78,12,No,No,3,Yes,No
TXN001346,133892,Uasin Gishu,Uasin Gishu,3,Till,66,4,No,Yes,0,No,No
TXN001347,188999,Mombasa,Uasin Gishu,15,Send Money,40,27,Yes,No,4,Yes,Yes
TXN001348,498809,Kisumu,Meru,0,Paybill,36,24,No,Yes,2,Yes,No
TXN001349,271957,Kiambu,Machakos,19,Withdraw,20,5,No,Yes,0,Yes,No
TXN001350,431670,Kisumu,Machakos,3,Paybill,21,14,Yes,Yes,8,Yes,Yes
TXN001351,15768,Meru,Machakos,0,Send Money,64,7,No,No,5,No,No
TXN001352,173894,Nairobi,Nyeri,12,Paybill,4,29,No,Yes,2,No,No
TXN001353,82977,Mombasa,Mombasa,15,Withdraw,13,1,No,Yes,1,No,No
TXN001354,217669,Kakamega,Kakamega,8,Paybill,110,29,No,Yes,0,No,No
TXN001355,169330,Meru,Nakuru,4,Paybill,85,18,No,Yes,7,No,Yes
TXN001356,269918,Uasin Gishu,Kiambu,19,Send Money,17,26,Yes,Yes,1,Yes,Yes
TXN001357,131006,Meru,Nyeri,16,Till,29,9,Yes,No,5,No,Yes
TXN001358,398453,Meru,Nairobi,23,Withdraw,116,5,No,No,5,Yes,No
TXN001359,331337,Nairobi,Nakuru,5,Withdraw,7,26,Yes,Yes,0,Yes,Yes
TXN001360,169149,Meru,Uasin Gishu,14,Paybill,2,19,No,No,5,Yes,Yes
TXN001361,237653,Machakos,Kisumu,8,Till,80,9,No,Yes,4,No,Yes
TXN001362,423144,Mombasa,Machakos,13,Send Money,112,16,No,Yes,5,No,Yes
TXN001363,284905,Nyeri,Kiambu,4,Till,17,4,Yes,No,1,Yes,No
TXN001364,161022,Kisumu,Nakuru,0,Paybill,58,14,Yes,Yes,6,Yes,Yes
TXN001365,384569,Nyeri,Nakuru,22,Paybill,96,12,Yes,Yes,8,No,Yes
TXN001366,196381,Nakuru,Kiambu,1,Withdraw,21,4,Yes,Yes,2,No,Yes
TXN001367,155499,Kisumu,Kiambu,0,Send Money,50,29,No,No,7,No,No
TXN001368,131818,Uasin Gishu,Kisumu,4,Withdraw,91,18,No,Yes,1,Yes,No
TXN001369,431246,Uasin Gishu,Meru,6,Paybill,21,25,Yes,No,2,No,No
TXN001370,437478,Mombasa,Meru,21,Paybill,45,3,Yes,No,2,No,No
TXN001371,107964,Nyeri,Kiambu,16,Send Money,57,5,No,No,0,Yes,No
TXN001372,404621,Mombasa,Nyeri,23,Withdraw,81,20,No,Yes,7,No,Yes
TXN001373,80620,Kiambu,Mombasa,20,Withdraw,10,29,No,No,0,No,No
TXN001374,223349,Mombasa,Meru,19,Till,75,6,No,No,3,Yes,No
TXN001375,126556,Mombasa,Kiambu,23,Till,112,28,No,No,6,Yes,No
TXN001376,474389,Mombasa,Nairobi,3,Withdraw,33,21,No,No,4,No,No
TXN001377,127317,Kakamega,Nyeri,19,Withdraw,75,16,Yes,No,4,Yes,Yes
TXN001378,318097,Meru,Mombasa,3,Paybill,67,28,No,Yes,1,Yes,No
TXN001379,189161,Kakamega,Kakamega,18,Send Money,75,22,No,No,0,No,No
TXN001380,492984,Nairobi,Machakos,3,Till,52,27,No,Yes,3,Yes,Yes
TXN001381,482746,Machakos,Machakos,7,Till,53,26,Yes,No,4,No,Yes
TXN001382,233886,Nakuru,Nyeri,17,Till,101,2,No,No,4,Yes,No
TXN001383,388392,Machakos,Machakos,19,Paybill,52,25,No,Yes,7,Yes,Yes
TXN001384,166005,Meru,Kakamega,20,Paybill,107,10,Yes,Yes,6,No,Yes
TXN001385,396707,Kakamega,Machakos,5,Paybill,49,7,No,No,5,No,No
TXN001386,169269,Nyeri,Nyeri,5,Withdraw,3,4,Yes,No,8,No,Yes
TXN001387,324306,Kiambu,Kisumu,22,Till,90,3,Yes,Yes,1,No,Yes
TXN001388,279405,Meru,Meru,2,Till,46,13,Yes,No,1,No,No
TXN001389,117922,Kiambu,Nairobi,15,Paybill,57,27,Yes,Yes,8,Yes,Yes
TXN001390,436911,Kisumu,Nairobi,9,Paybill,89,8,Yes,Yes,7,Yes,Yes
TXN001391,10941,Uasin Gishu,Kisumu,16,Withdraw,110,20,No,No,6,Yes,No
TXN001392,328912,Uasin Gishu,Machakos,11,Paybill,74,29,No,No,5,No,No
TXN001393,167903,Nyeri,Meru,4,Send Money,70,12,Yes,Yes,5,Yes,Yes
TXN001394,481073,Machakos,Nyeri,7,Withdraw,101,17,No,No,1,Yes,No
TXN001395,141153,Meru,Uasin Gishu,2,Paybill,74,27,Yes,No,7,No,Yes
TXN001396,11644,Mombasa,Machakos,2,Till,72,15,Yes,No,7,Yes,Yes
TXN001397,298764,Uasin Gishu,Nakuru,21,Withdraw,33,29,Yes,No,6,Yes,Yes
TXN001398,162487,Kisumu,Nyeri,21,Till,69,23,No,No,3,No,No
TXN001399,452371,Meru,Mombasa,16,Withdraw,1,20,Yes,No,1,Yes,Yes
TXN001400,382979,Nairobi,Kakamega,23,Send Money,21,24,Yes,Yes,2,Yes,Yes
TXN001401,174003,Kakamega,Kisumu,10,Paybill,12,4,No,No,6,No,No
TXN001402,50309,Mombasa,Kisumu,8,Withdraw,40,12,Yes,No,4,No,Yes
TXN001403,105225,Nyeri,Kiambu,0,Send Money,30,12,Yes,No,7,Yes,Yes
TXN001404,292145,Nyeri,Nairobi,0,Till,8,22,No,Yes,2,Yes,No
TXN001405,201771,Meru,Kakamega,5,Paybill,40,1,No,Yes,2,Yes,No
TXN001406,181059,Kisumu,Nyeri,4,Withdraw,13,28,Yes,No,2,No,No
TXN001407,15957,Machakos,Kisumu,18,Paybill,80,2,Yes,No,4,Yes,No
TXN001408,472030,Nyeri,Uasin Gishu,14,Send Money,13,16,Yes,Yes,5,No,Yes
TXN001409,350644,Nakuru,Kakamega,6,Withdraw,71,3,No,Yes,5,Yes,Yes
TXN001410,21855,Machakos,Nyeri,18,Withdraw,46,2,No,Yes,8,Yes,No
TXN001411,396895,Kakamega,Nakuru,9,Withdraw,70,21,Yes,No,5,Yes,Yes
TXN001412,211987,Mombasa,Machakos,17,Withdraw,56,13,Yes,No,0,No,No
TXN001413,319689,Nakuru,Mombasa,9,Paybill,50,10,No,No,0,Yes,No
TXN001414,336083,Uasin Gishu,Nakuru,11,Send Money,41,24,Yes,Yes,0,No,Yes
TXN001415,431930,Nairobi,Nakuru,3,Withdraw,106,22,No,Yes,8,No,Yes
TXN001416,498104,Kakamega,Nakuru,18,Send Money,24,29,Yes,No,1,Yes,No
TXN001417,23765,Nakuru,Machakos,5,Withdraw,119,13,Yes,Yes,4,Yes,Yes
TXN001418,433411,Meru,Nakuru,19,Till,30,12,No,Yes,2,Yes,No
TXN001419,462443,Nairobi,Uasin Gishu,13,Withdraw,119,14,No,Yes,4,No,Yes
TXN001420,145847,Uasin Gishu,Nairobi,22,Withdraw,108,29,Yes,No,4,Yes,Yes
TXN001421,67624,Kisumu,Kakamega,2,Paybill,85,23,Yes,Yes,1,Yes,Yes
TXN001422,281561,Kiambu,Meru,8,Send Money,42,6,No,No,4,No,No
TXN001423,399027,Nakuru,Kisumu,16,Send Money,16,13,Yes,Yes,8,No,Yes
TXN001424,245918,Kisumu,Mombasa,22,Send Money,62,4,Yes,Yes,0,No,Yes
TXN001425,126797,Meru,Nairobi,21,Paybill,56,20,No,No,2,No,No
TXN001426,402991,Machakos,Kiambu,5,Till,27,24,No,Yes,0,Yes,No
